# Generado por optimizador (busqueda genetica)
# obstaculos=352 semilla=1000 mejor_fitness=11.265027
0.267118 0.510471 0.018000
0.304105 0.510471 0.018000
0.341092 0.510471 0.018000
0.378079 0.510471 0.018000
0.415066 0.510471 0.018000
0.452053 0.510471 0.018000
0.489039 0.510471 0.018000
0.526026 0.510471 0.018000
0.563013 0.510471 0.018000
0.600000 0.510471 0.018000
0.636987 0.510471 0.018000
0.673974 0.510471 0.018000
0.710961 0.510471 0.018000
0.747947 0.510471 0.018000
0.784934 0.510471 0.018000
0.821921 0.510471 0.018000
0.858908 0.510471 0.018000
0.895895 0.510471 0.018000
0.932882 0.510471 0.018000
0.247134 0.548353 0.018000
0.284278 0.548353 0.018000
0.321421 0.548353 0.018000
0.358565 0.548353 0.018000
0.395709 0.548353 0.018000
0.432853 0.548353 0.018000
0.469997 0.548353 0.018000
0.507140 0.548353 0.018000
0.544284 0.548353 0.018000
0.581428 0.548353 0.018000
0.618572 0.548353 0.018000
0.655716 0.548353 0.018000
0.692860 0.548353 0.018000
0.730003 0.548353 0.018000
0.767147 0.548353 0.018000
0.804291 0.548353 0.018000
0.841435 0.548353 0.018000
0.878579 0.548353 0.018000
0.915722 0.548353 0.018000
0.952866 0.548353 0.018000
0.214504 0.586235 0.018000
0.251218 0.586235 0.018000
0.287932 0.586235 0.018000
0.324646 0.586235 0.018000
0.361360 0.586235 0.018000
0.398074 0.586235 0.018000
0.434787 0.586235 0.018000
0.471501 0.586235 0.018000
0.508215 0.586235 0.018000
0.544929 0.586235 0.018000
0.581643 0.586235 0.018000
0.618357 0.586235 0.018000
0.655071 0.586235 0.018000
0.691785 0.586235 0.018000
0.728499 0.586235 0.018000
0.765213 0.586235 0.018000
0.801926 0.586235 0.018000
0.838640 0.586235 0.018000
0.875354 0.586235 0.018000
0.912068 0.586235 0.018000
0.948782 0.586235 0.018000
0.985496 0.586235 0.018000
0.191223 0.624118 0.018000
0.228385 0.624118 0.018000
0.265546 0.624118 0.018000
0.302708 0.624118 0.018000
0.339869 0.624118 0.018000
0.377031 0.624118 0.018000
0.414192 0.624118 0.018000
0.451354 0.624118 0.018000
0.488515 0.624118 0.018000
0.525677 0.624118 0.018000
0.562838 0.624118 0.018000
0.600000 0.624118 0.018000
0.637162 0.624118 0.018000
0.674323 0.624118 0.018000
0.711485 0.624118 0.018000
0.748646 0.624118 0.018000
0.785808 0.624118 0.018000
0.822969 0.624118 0.018000
0.860131 0.624118 0.018000
0.897292 0.624118 0.018000
0.934454 0.624118 0.018000
0.971615 0.624118 0.018000
1.008777 0.624118 0.018000
0.187819 0.662000 0.018000
0.225290 0.662000 0.018000
0.262761 0.662000 0.018000
0.300232 0.662000 0.018000
0.337703 0.662000 0.018000
0.375174 0.662000 0.018000
0.412645 0.662000 0.018000
0.450116 0.662000 0.018000
0.487587 0.662000 0.018000
0.525058 0.662000 0.018000
0.562529 0.662000 0.018000
0.600000 0.662000 0.018000
0.637471 0.662000 0.018000
0.674942 0.662000 0.018000
0.712413 0.662000 0.018000
0.749884 0.662000 0.018000
0.787355 0.662000 0.018000
0.824826 0.662000 0.018000
0.862297 0.662000 0.018000
0.899768 0.662000 0.018000
0.937239 0.662000 0.018000
0.974710 0.662000 0.018000
1.012181 0.662000 0.018000
