# Generado por optimizador (busqueda genetica)
# obstaculos=360 semilla=1000 mejor_fitness=11.487445
0.291315 0.662000 0.018000
0.327631 0.662000 0.018000
0.363947 0.662000 0.018000
0.400263 0.662000 0.018000
0.436579 0.662000 0.018000
0.472895 0.662000 0.018000
0.509210 0.662000 0.018000
0.545526 0.662000 0.018000
0.581842 0.662000 0.018000
0.618158 0.662000 0.018000
0.654474 0.662000 0.018000
0.690790 0.662000 0.018000
0.727105 0.662000 0.018000
0.763421 0.662000 0.018000
0.799737 0.662000 0.018000
0.836053 0.662000 0.018000
0.872369 0.662000 0.018000
0.908685 0.662000 0.018000
0.945000 0.662000 0.018000
0.981316 0.662000 0.018000
1.017632 0.662000 0.018000
